_ID,TimeSt,Country,Province,City,Latitude,Longitude,Distance,Label
4927721,2017-06-21 01:30:00.3,CA,AB,Edmonton,53.56766,-113.53611,4101.3766210890835,POI1
5262763,2017-06-21 01:52:38.95,CA,AB,Ponoka,52.6768,-113.5815,96988.81344615614,POI1
5478146,2017-06-21 02:11:15.623,CA,ON,Mississauga,43.5769,-79.6283,527225.6369667453,POI3
4721826,2017-06-21 02:13:25.403,CA,AB,Calgary,51.0876,-114.0214,276100.99619846547,POI1
5148697,2017-06-21 02:44:13.06,CA,AB,Edmonton,53.5051,-113.437,5594.61306325111,POI1
4575529,2017-06-21 03:02:01.92,CA,QC,Montréal,45.5435,-73.6341,5840.230862893833,POI3
4666026,2017-06-21 03:08:36.79,CA,AB,Edmonton,53.41657,-113.42906,14907.17801434416,POI1
4703484,2017-06-21 03:11:48.283,CA,ON,Toronto,43.6466,-79.4493,510854.6249601739,POI3
4900271,2017-06-21 03:27:31.46,CA,ON,Windsor,42.2949,-83.052,840589.7923782608,POI3
5037402,2017-06-21 03:36:31.737,CA,BC,Abbotsford,49.0509,-122.312,791375.4380057822,POI1
5147918,2017-06-21 03:44:10.38,CA,AB,Calgary,51.1387,-114.2015,272379.2762649869,POI1
5374838,2017-06-21 04:00:32.97,CA,NB,Fredericton,45.93081,-66.63976,276828.37684640376,POI4
4586213,2017-06-21 04:02:49.63,CA,AB,Edmonton,53.4564,-113.521,10262.01797837618,POI1
5470825,2017-06-21 04:10:41.13,CA,ON,Toronto,43.643,-79.3383,503020.65966020006,POI3
4747908,2017-06-21 04:15:05.74,CA,AB,Calgary,51.0823,-114.142,277885.4174961122,POI1
4822526,2017-06-21 04:20:56.423,CA,AB,Sherwood Park,53.5398,-113.283,13429.20753102772,POI1
5098225,2017-06-21 04:40:56.913,CA,AB,Calgary,51.08108,-114.208,278775.62879868236,POI1
5373818,2017-06-21 05:00:23.613,CA,ON,Scarborough,43.6959,-79.2651,495123.33890177216,POI3
5472199,2017-06-21 05:10:59.79,CA,AB,Calgary,51.05621,-114.1857,281242.65435477166,POI1
4611221,2017-06-21 06:04:51.283,CA,AB,Sherwood Park,53.52284,-113.33213,10489.179351379751,POI1
4737602,2017-06-21 06:14:20.25,CA,AB,Calgary,51.05574,-113.95685,279080.15576405893,POI1
4840711,2017-06-21 06:22:20.44,CA,AB,Jasper,52.8996,-118.084,314739.6549019132,POI1
4856717,2017-06-21 06:23:41.16,CA,QC,Saint-Laurent,45.50376,-73.68476,9473.461054512984,POI3
5053846,2017-06-21 06:37:40.317,CA,ON,Scarborough,43.7458,-79.2353,490535.32402255246,POI3
5243188,2017-06-21 06:51:16.433,CA,BC,Burnaby,49.234,-123.02,816863.9607560802,POI1
5388821,2017-06-21 07:01:46.99,CA,AB,Ponoka,52.6768,-113.5815,96988.81344615614,POI1
5545376,2017-06-21 07:17:34.93,CA,ON,North York,43.787,-79.4169,501793.0980248329,POI3
5258763,2017-06-21 07:52:26.693,CA,AB,Calgary,50.9505,-113.947,290651.7600412637,POI1
4586422,2017-06-21 08:02:54.12,CA,QC,Montréal,45.533,-73.6047,3271.070611926181,POI3
4822083,2017-06-21 08:20:52.973,CA,AB,Cochrane,51.1815,-114.468,271562.9065364811,POI1
4862191,2017-06-21 08:24:11.42,CA,ON,York,43.703,-79.512,512675.73608759633,POI3
4683598,2017-06-21 09:10:05.25,CA,AB,Fort Mcmurray,56.74299,-111.47648,378088.80487246544,POI1
4799624,2017-06-21 09:18:45.937,CA,ON,Thornhill,43.8395,-79.3831,496905.3254398056,POI3
5598451,2017-06-21 09:21:22.18,CA,SK,Regina,50.45526,-104.63874,696443.2248930291,POI1
4852077,2017-06-21 09:23:21.96,CA,AB,Edmonton,53.44218,-113.44523,11882.497402485365,POI1
5275952,2017-06-21 09:53:44.35,CA,AB,Red Deer,52.2651,-113.794,144101.43591361112,POI1
4540316,2017-06-21 10:01:12.513,CA,ON,Brantford,43.1508,-80.2094,590880.1907361522,POI3
5418813,2017-06-21 10:04:43.127,CA,ON,Guelph,43.5215,-80.2338,573915.0990056599,POI3
4691809,2017-06-21 10:10:46.13,CA,AB,Calgary,51.1229,-114.189,273961.89754318295,POI1
5463008,2017-06-21 11:10:01.127,CA,ON,Toronto,43.6459,-79.3857,506294.8212258352,POI3
4859042,2017-06-21 11:23:45.733,CA,ON,Etobicoke,43.6879,-79.557,516668.5626955025,POI3
4588917,2017-06-21 12:03:01.173,CA,QC,Dorval,45.4431,-73.751,16877.59378327527,POI3
4663696,2017-06-21 12:08:26.937,CA,BC,Invermere,50.4913,-116.04,382384.9712014987,POI1
5324625,2017-06-21 12:56:26.013,CA,ON,York,43.6914,-79.431,507348.53056853754,POI3
5413507,2017-06-21 14:04:23.153,CA,AB,Calgary,51.0378,-114.08,282143.717259044,POI1
4660801,2017-06-21 14:08:12.883,CA,AB,Calgary,51.13578,-114.24088,273189.7650495963,POI1
4742525,2017-06-21 14:14:47.86,CA,AB,Eckville,52.3416,-114.366,146514.6483444009,POI1
5063291,2017-06-21 14:38:10.02,CA,ON,Ajax,43.8489,-79.0529,472371.23029781855,POI3
4520130,2017-06-21 15:00:02.473,CA,ON,London,43.0091,-81.1765,667688.8999462256,POI3
4527882,2017-06-21 15:00:26.25,CA,ON,Dundas,43.2649,-79.9555,566711.3788697609,POI3
4873942,2017-06-21 15:25:18.08,CA,AB,Calgary,51.0713,-114.01624,277854.77809157723,POI1
5521169,2017-06-21 16:15:19.0,CA,ON,Waterloo,43.5039,-80.5718,599512.0038176622,POI3
4836731,2017-06-21 16:21:59.593,CA,NB,Quispamsis,45.4322,-65.9462,213602.6419259172,POI4
5607562,2017-06-21 16:22:09.307,CA,MB,Brandon,49.8473,-99.94291,1019041.0696142853,POI1
5218080,2017-06-21 16:49:13.323,CA,ON,Mississauga,43.65519,-79.66041,525752.1300446232,POI3
5376103,2017-06-21 17:00:38.467,CA,ON,Toronto,43.7537,-79.2659,492373.2997615107,POI3
4591127,2017-06-21 17:03:15.553,CA,ON,Kingston,44.2585,-76.4897,270042.9057809106,POI3
4726241,2017-06-21 18:13:43.24,CA,QC,Sherbrooke,45.4134,-71.8776,132362.017568471,POI3
4855250,2017-06-21 18:23:34.197,CA,AB,Edmonton,53.44218,-113.44523,11882.497402485365,POI1
5253952,2017-06-21 18:52:06.183,CA,AB,Calgary,51.0272,-114.0349,282890.3231895025,POI1
5520766,2017-06-21 19:15:16.5,CA,ON,Waterloo,43.5039,-80.5718,599512.0038176622,POI3
4774885,2017-06-21 19:16:59.013,CA,AB,Calgary,51.0834,-114.094,277258.48865871655,POI1
4984601,2017-06-21 19:33:11.713,CA,BC,Richmond,49.15264,-123.12434,828489.7589930291,POI1
5020284,2017-06-21 19:35:01.96,CA,AB,Sherwood Park,53.5398,-113.283,13429.20753102772,POI1
5082365,2017-06-21 19:39:34.91,CA,ON,Ottawa,45.416,-75.639,162255.3041808541,POI3
5281418,2017-06-21 19:54:13.95,CA,AB,Calgary,51.1626,-113.9537,267236.7226586087,POI1
5285485,2017-06-21 19:54:26.157,CA,BC,Abbotsford,49.05252,-122.31261,791286.2857645011,POI1
4601557,2017-06-21 20:04:14.34,CA,AB,Ardrossan,53.55,-113.1333,23313.957374294474,POI1
4651997,2017-06-21 20:07:30.597,CA,NB,Moncton,46.1033,-64.815,157206.91760967404,POI4
5139785,2017-06-21 20:43:39.447,CA,AB,Edmonton,53.50136,-113.6161,9965.48942268464,POI1
5188051,2017-06-21 20:46:51.827,CA,ON,Saint Catharines,43.1954,-79.2189,518937.8787277326,POI3
4849681,2017-06-21 21:23:07.77,CA,ON,Windsor,42.2949,-83.052,840589.7923782608,POI3
4956341,2017-06-21 21:31:34.693,CA,ON,Oakville,43.4934,-79.7126,537475.6069960082,POI3
5092619,2017-06-21 21:40:31.203,CA,AB,Thorsby,53.2181,-114.05,52320.783591878695,POI1
4574421,2017-06-21 22:01:58.617,CA,ON,Kingston,44.2585,-76.4897,270042.9057809106,POI3
4594865,2017-06-21 22:03:36.03,CA,AB,Edmonton,53.54798,-113.59419,7176.317016261278,POI1
5018003,2017-06-21 22:34:56.72,CA,AB,Sherwood Park,53.5263,-113.287,13332.698368252122,POI1
5236359,2017-06-21 22:50:49.177,CA,AB,Calgary,50.9316,-114.096,294007.2925162222,POI1
5388765,2017-06-21 00:01:45.133,CA,ON,Toronto,43.6682,-79.4209,507743.176786778,POI3
4559896,2017-06-21 00:01:48.59,CA,ON,Timmins,48.5439,-81.1184,664041.5198314906,POI3
4711356,2017-06-21 00:12:33.033,CA,AB,Sherwood Park,53.5398,-113.283,13429.20753102772,POI1
5570132,2017-06-21 00:19:05.19,CA,ON,Mississauga,43.5115,-79.6292,530560.7586356375,POI3
5189150,2017-06-21 00:47:01.513,CA,ON,Toronto,43.65598,-79.39119,506193.9330616326,POI3
5244738,2017-06-21 00:51:20.38,CA,ON,Burlington,43.303,-79.7988,553531.2572362626,POI3
5259118,2017-06-21 00:52:29.047,CA,AB,Edmonton,53.5515,-113.492,724.0100851018027,POI1
5306008,2017-06-21 00:55:34.133,CA,ON,Barrie,44.389,-79.689,498409.92783791386,POI3
5567368,2017-06-21 01:19:03.893,CA,ON,Thunder Bay,48.4084,-89.255,1231976.3942019297,POI3
4895760,2017-06-21 01:27:04.477,CA,ON,Scarborough,43.7295,-79.2629,493323.4172378684,POI3
5015899,2017-06-21 01:34:48.867,CA,ON,North York,43.7552,-79.4398,504949.4341229234,POI3
5019239,2017-06-21 01:34:58.8,CA,QC,Lavaltrie,45.8846,-73.2769,46236.87124575524,POI3
4695949,2017-06-21 02:11:14.33,CA,AB,Edmonton,53.6288,-113.476,9221.12546030066,POI1
4749304,2017-06-21 02:15:12.923,CA,AB,Calgary,51.0494,-113.9564,279778.0097109953,POI1
5357514,2017-06-21 02:59:16.723,CA,AB,Calgary,51.04813,-114.08734,281077.36204849894,POI1
4604357,2017-06-21 03:04:25.973,CA,ON,Brampton,43.6656,-79.747,531568.348360408,POI3
5539513,2017-06-21 03:17:06.35,CA,ON,Waterloo,43.5039,-80.5718,599512.0038176622,POI3
5399831,2017-06-21 04:02:50.34,CA,ON,Burlington,43.3889,-79.7682,546821.74140237,POI3
4719244,2017-06-21 04:13:08.827,CA,QC,Montréal,45.53327,-73.68156,9102.995087784728,POI3
4967244,2017-06-21 04:32:09.19,CA,ON,Toronto,43.6682,-79.4209,507743.176786778,POI3
5025721,2017-06-21 04:35:32.067,CA,ON,Toronto,43.6862,-79.402,505498.43769079144,POI3
4617612,2017-06-21 05:05:25.793,CA,ON,Nepean,45.2778,-75.7563,173332.7284920069,POI3
5426215,2017-06-21 05:05:36.77,CA,ON,Lindsay,44.357,-78.7405,427761.46259852155,POI3
4652600,2017-06-21 05:07:32.03,CA,ON,Kitchener,43.45528,-80.51629,597703.5560098508,POI3
5449017,2017-06-21 05:08:28.61,CA,AB,Calgary,50.92124,-113.97456,294097.93173379445,POI1
4667285,2017-06-21 05:08:43.633,CA,ON,Cambridge,43.3653,-80.3066,586781.7640774149,POI3
4755895,2017-06-21 05:15:33.58,CA,ON,Scarborough,43.6959,-79.2651,495123.33890177216,POI3
5611789,2017-06-21 05:22:39.383,CA,AB,Beaumont,53.35135,-113.40757,22297.423454249638,POI1
4651390,2017-06-21 06:07:27.373,CA,ON,Toronto,43.6557,-79.3646,504287.6503237824,POI3
4747415,2017-06-21 06:15:06.867,CA,ON,Markham,43.8797,-79.34578,492349.57708552113,POI3
5578217,2017-06-21 06:19:39.51,CA,ON,Toronto,43.7129,-79.3888,503250.9512015577,POI3
5067602,2017-06-21 06:38:31.27,CA,ON,Toronto,43.6531,-79.4847,513098.25339547487,POI3
4545548,2017-06-21 07:01:29.627,CA,ON,Guelph,43.5425,-80.2676,575400.4549652041,POI3
4620539,2017-06-21 07:05:41.073,CA,AB,Calgary,50.9722,-114.062,289207.9121947104,POI1
5450178,2017-06-21 07:08:37.87,CA,AB,Calgary,51.063,-113.889,277783.19101992156,POI1
4732753,2017-06-21 07:14:01.433,CA,AB,Calgary,51.06352,-113.91323,277893.26753123064,POI1
5521806,2017-06-21 07:15:17.743,CA,BC,Richmond,49.17,-123.1368,827951.2067869059,POI1
4913086,2017-06-21 07:28:41.333,CA,AB,Spruce Grove,53.5334,-113.9187,28677.29354828731,POI1
4924225,2017-06-21 07:29:41.74,CA,BC,Vancouver,49.2118,-123.129,824549.3410569897,POI1
5177706,2017-06-21 07:46:11.1,CA,ON,Burlington,43.35,-79.758,548132.4255816615,POI3
5399740,2017-06-21 08:02:45.37,CA,AB,Calgary,51.0486,-113.968,279957.93939278217,POI1
4613364,2017-06-21 08:05:04.503,CA,AB,Calgary,51.0419,-114.2,282979.53817024344,POI1
5483882,2017-06-21 08:11:32.077,CA,ON,York,43.6883,-79.4496,508847.279185901,POI3
5532607,2017-06-21 08:16:18.633,CA,AB,Edmonton,53.44183,-113.58934,13489.97264849848,POI1
4921297,2017-06-21 08:29:26.5,CA,ON,Niagara Falls,43.08023,-79.12082,519153.4232064129,POI3
5227994,2017-06-21 08:50:05.927,CA,AB,Edmonton,53.60844,-113.45967,7143.042048978748,POI1
5425936,2017-06-21 09:05:36.087,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
5587299,2017-06-21 09:20:35.503,CA,QC,Trois-Rivières,46.35622,-72.55563,121446.47623726742,POI3
5610360,2017-06-21 09:22:37.947,CA,SK,Regina,50.44317,-104.64014,697094.2391558602,POI1
5062715,2017-06-21 09:38:10.187,CA,BC,Vancouver,49.293,-123.048,814268.6646690597,POI1
4560821,2017-06-21 10:01:48.64,CA,ON,Thunder Bay,48.4084,-89.255,1231976.3942019297,POI3
4621046,2017-06-21 10:05:41.56,CA,QC,Saint-Laurent,45.50387,-73.68473,9468.599972340176,POI3
4724679,2017-06-21 10:13:40.53,CA,AB,Calgary,51.16041,-114.057,268404.1824168991,POI1
5541685,2017-06-21 11:17:16.65,CA,AB,Grande Prairie,55.10597,-118.81476,386943.01724915137,POI1
5598067,2017-06-21 11:21:21.97,CA,ON,Ancaster,43.2614,-79.823,557481.5915571183,POI3
4928062,2017-06-21 11:30:05.823,CA,QC,Laval,45.5209,-73.7762,16392.957711738192,POI3
5055343,2017-06-21 11:37:40.223,CA,ON,Ottawa,45.3244,-75.6048,160794.00974094452,POI3
4653900,2017-06-21 12:07:41.403,CA,SK,Regina,50.4855,-104.6163,695951.631019055,POI1
4676642,2017-06-21 12:09:30.503,CA,AB,Calgary,50.9214,-114.075,294933.81623871817,POI1
5493944,2017-06-21 12:12:42.473,CA,MB,Winnipeg,49.9392,-97.0962,1195671.4568177527,POI1
5502699,2017-06-21 12:13:18.34,CA,ON,Thornhill,43.8395,-79.3831,496905.3254398056,POI3
4947215,2017-06-21 12:31:04.373,CA,AB,Cochrane,51.1907,-114.4622,270471.7138038289,POI1
5011528,2017-06-21 12:34:41.623,CA,MB,Brandon,49.8692,-99.9427,1017874.3975289155,POI1
5177881,2017-06-21 12:46:07.74,CA,QC,Montréal,45.51351,-73.56434,913.2981990330541,POI3
4520685,2017-06-21 13:00:04.86,CA,ON,Kitchener,43.4193,-80.3826,589657.5081497097,POI3
4593476,2017-06-21 13:03:30.443,CA,AB,Calgary,51.0242,-114.1004,283844.30029806483,POI1
5424889,2017-06-21 13:05:20.937,CA,ON,Almonte,45.2294,-76.1904,207771.33204927304,POI3
5596510,2017-06-21 13:21:07.287,CA,AB,Edmonton,53.4579,-113.412,10971.868084829759,POI1
4549003,2017-06-21 14:01:31.613,CA,ON,Brantford,43.14094,-80.26627,595457.2655118617,POI3
4577803,2017-06-21 14:02:13.797,CA,ON,Toronto,43.6736,-79.4035,506220.42039616645,POI3
5456873,2017-06-21 14:09:17.27,CA,AB,Calgary,51.0818,-113.959,276214.51735539123,POI1
5609125,2017-06-21 14:22:23.82,CA,ON,Scarborough,43.7084,-79.2856,495992.58735663275,POI3
4911692,2017-06-21 14:28:33.483,CA,AB,Edmonton,53.6313,-113.5245,9817.039711244739,POI1
4962115,2017-06-21 14:31:49.82,CA,ON,Ajax,43.8558,-79.0179,469501.4278548256,POI3
4659574,2017-06-21 15:08:05.823,CA,ON,Toronto,43.6701,-79.3881,505277.45502693753,POI3
4753811,2017-06-21 15:15:28.72,CA,QC,Laval,45.5728,-73.73114,14076.413237084453,POI3
4869376,2017-06-21 15:24:46.49,CA,QC,Montréal,45.5335,-73.667,7984.890210910675,POI3
5017409,2017-06-21 15:34:58.157,CA,AB,Calgary,50.94615,-114.13562,292798.94618947495,POI1
5190648,2017-06-21 15:47:06.95,CA,QC,Sainte-Foy,46.7612,-71.2938,223045.80409293898,POI3
5162906,2017-06-21 16:45:14.633,CA,ON,Thornhill,43.8137,-79.4538,503261.60100848373,POI3
5280865,2017-06-21 16:54:10.067,CA,ON,Kitchener,43.391,-80.441,595280.864311866,POI3
5365152,2017-06-21 16:59:47.4,CA,ON,Burlington,43.3756,-79.8145,550825.3286744275,POI3
4917608,2017-06-21 17:29:10.083,CA,NS,Sydney,46.16138,-60.17932,259282.10705537585,POI4
5047152,2017-06-21 17:37:13.887,CA,ON,Kitchener,43.4453,-80.4905,596287.9749469454,POI3
5190219,2017-06-21 17:47:05.91,CA,AB,Calgary,50.92258,-114.11548,295191.9405914015,POI1
5237517,2017-06-21 17:50:55.553,CA,ON,Timmins,48.4773,-81.3364,675015.600895175,POI3
5273774,2017-06-21 17:53:31.557,CA,SK,Warman,52.32845,-106.57728,482686.8483173282,POI1
5332251,2017-06-21 17:57:14.17,CA,AB,Edmonton,53.54808,-113.59419,7176.630240073625,POI1
5385723,2017-06-21 18:01:23.49,CA,ON,Petrolia,42.88487,-82.47824,768854.2861820005,POI3
4577427,2017-06-21 18:02:09.643,CA,AB,Edmonton,53.587,-113.441,5422.915800663031,POI1
4995504,2017-06-21 18:33:52.72,CA,AB,Rimbey,52.6221,-114.233,114357.53664613362,POI1
5168182,2017-06-21 18:45:37.18,CA,AB,Calgary,51.04176,-113.99983,280975.8908160945,POI1
5310942,2017-06-21 18:55:49.3,CA,ON,Brampton,43.76552,-79.76065,527964.4252963788,POI3
5494237,2017-06-21 19:12:45.87,CA,AB,Edmonton,53.46643,-113.42605,9716.071609486304,POI1
5495445,2017-06-21 19:12:46.44,CA,AB,Fort Mcmurray,56.7282,-111.37168,378859.55086368823,POI1
5564033,2017-06-21 19:18:40.877,CA,AB,Calgary,51.063,-113.889,277783.19101992156,POI1
5007095,2017-06-21 19:34:31.083,CA,ON,Toronto,43.6319,-79.3716,505972.80675168836,POI3
5282984,2017-06-21 19:54:14.183,CA,ON,Mississauga,43.5869,-79.7559,535977.4175486855,POI3
5288612,2017-06-21 19:54:32.76,CA,ON,Mississauga,43.6046,-79.6729,529096.7511105561,POI3
5375162,2017-06-21 20:00:38.523,CA,ON,Markham,43.9556,-79.0797,469417.49634396407,POI3
4782463,2017-06-21 20:17:23.39,CA,AB,Edmonton,53.6134,-113.541,8328.064801787688,POI1
4928939,2017-06-21 20:30:05.773,CA,ON,Burlington,43.3756,-79.8145,550825.3286744275,POI3
5282662,2017-06-21 20:54:13.93,CA,ON,Mississauga,43.5769,-79.6283,527225.6369667453,POI3
5281424,2017-06-21 20:54:13.987,CA,ON,Maple,43.8526,-79.5117,505754.9040856666,POI3
4540294,2017-06-21 21:01:12.403,CA,BC,Coquitlam,49.25065,-122.89072,808451.6418785808,POI1
5535095,2017-06-21 21:16:32.33,CA,SK,Saskatoon,52.1349,-106.65785,485016.6350014733,POI1
4914559,2017-06-21 21:28:52.89,CA,ON,Collingwood,44.4962,-80.2194,535764.0166565512,POI3
5037582,2017-06-21 21:36:33.133,CA,AB,Edmonton,53.587,-113.441,5422.915800663031,POI1
5038339,2017-06-21 21:36:38.52,CA,ON,London,42.9832,-81.2847,676838.3095201501,POI3
5226956,2017-06-21 21:50:03.2,CA,AB,Coronation,52.1033,-111.45,211050.1651071284,POI1
4989223,2017-06-21 22:33:32.47,CA,AB,Saint Albert,53.6415,-113.614,13580.809584151782,POI1
5009010,2017-06-21 22:34:34.547,CA,AB,Calgary,51.1387,-114.2015,272379.2762649869,POI1
5337808,2017-06-21 22:57:49.133,CA,QC,Montréal,45.4978,-73.5798,2862.063543319402,POI3
4875366,2017-06-21 00:25:29.253,CA,ON,Richmond Hill,43.9221,-79.4632,499122.2099650692,POI3
4880573,2017-06-21 00:25:50.693,CA,ON,Windsor,42.2949,-83.052,840589.7923782608,POI3
5169630,2017-06-21 00:45:37.227,CA,AB,Calgary,51.04176,-113.99983,280975.8908160945,POI1
5381899,2017-06-21 01:01:10.233,CA,AB,Calgary,51.0486,-113.968,279957.93939278217,POI1
4550872,2017-06-21 01:01:34.483,CA,ON,Waterloo,43.4737,-80.5309,597909.792650817,POI3
5532113,2017-06-21 01:16:16.99,CA,ON,Concord,43.81374,-79.50378,506922.7186855063,POI3
5007208,2017-06-21 01:34:28.69,CA,ON,Scarborough,43.7295,-79.2629,493323.4172378684,POI3
5209807,2017-06-21 01:48:30.683,CA,ON,Cambridge,43.4194,-80.3255,585496.5049555141,POI3
5373871,2017-06-21 02:00:23.57,CA,ON,Toronto,43.6796,-79.4343,508158.8711034809,POI3
4698993,2017-06-21 02:11:29.28,CA,ON,Markham,43.8747,-79.2599,486278.49703605624,POI3
4991975,2017-06-21 02:33:38.193,CA,AB,Calgary,51.0486,-113.968,279957.93939278217,POI1
5216981,2017-06-21 02:49:13.297,CA,ON,Mississauga,43.697,-79.65,523013.70520366676,POI3
5508558,2017-06-21 03:13:52.54,CA,AB,Edmonton,53.5388,-113.494,985.6600634446123,POI1
4769961,2017-06-21 03:16:39.87,CA,AB,Edmonton,53.57744,-113.54722,5352.264772601059,POI1
5085729,2017-06-21 03:39:55.07,CA,ON,Cambridge,43.3653,-80.3066,586781.7640774149,POI3
4580238,2017-06-21 04:02:23.79,CA,AB,Strathcona,53.56134,-113.25221,15535.35380077746,POI1
4766553,2017-06-21 04:16:28.713,CA,AB,Calgary,51.053,-114.161,281315.7377226225,POI1
4865257,2017-06-21 04:24:27.18,CA,AB,Fort Mcmurray,56.7377,-111.438,378371.9313387412,POI1
5368314,2017-06-21 05:00:02.513,CA,ON,Ottawa,45.3519,-75.7911,174824.34028219123,POI3
5386919,2017-06-21 05:01:39.197,CA,MB,The Pas,53.817,-101.258,805757.074550013,POI1
4806664,2017-06-21 05:19:25.843,CA,BC,Winfield,50.072,-119.442,563237.0694447403,POI1
4936350,2017-06-21 05:30:37.503,CA,ON,Orillia,44.6078,-79.4175,471072.2799831338,POI3
4793978,2017-06-21 06:18:12.537,CA,QC,Magog,45.2764,-72.1111,116952.41805716857,POI3
5273096,2017-06-21 06:53:29.14,CA,ON,Concord,43.81371,-79.50376,506922.61517962784,POI3
4650787,2017-06-21 07:07:27.54,CA,BC,Port Moody,49.2976,-122.832,801830.6641340879,POI1
4703574,2017-06-21 07:11:50.587,CA,ON,Toronto,43.65398,-79.37461,505095.1617250198,POI3
4814160,2017-06-21 07:20:19.83,CA,QC,Laval,45.605,-73.7798,19071.56992473646,POI3
5076905,2017-06-21 07:39:09.95,CA,AB,Calgary,51.1188,-113.9471,272028.1526352266,POI1
5139470,2017-06-21 07:43:38.533,CA,AB,Calgary,51.1264,-114.1419,273036.49213244586,POI1
5160724,2017-06-21 07:45:07.207,CA,ON,Mississauga,43.5872,-79.643,527781.3264087633,POI3
4682287,2017-06-21 08:10:00.443,CA,AB,Strathmore,50.9814,-113.691,285850.55883122067,POI1
4717093,2017-06-21 08:12:51.987,CA,AB,Beaumont,53.43276,-113.43939,12992.199843245591,POI1
4722877,2017-06-21 08:13:25.47,CA,AB,Calgary,50.9722,-114.062,289207.9121947104,POI1
5009072,2017-06-21 08:34:34.773,CA,BC,Delta,49.17841,-122.98145,818672.1854034379,POI1
5059791,2017-06-21 08:38:00.04,CA,ON,Barrie,44.3303,-79.7268,503208.6602558837,POI3
5582895,2017-06-21 09:20:09.85,CA,MB,Winnipeg,49.85425,-97.08166,1200766.7603054852,POI1
4860254,2017-06-21 09:24:01.16,CA,AB,Calgary,51.0829,-114.095,277323.71573317825,POI1
4886610,2017-06-21 09:26:15.113,CA,AB,Calgary,51.0081,-114.073,285350.862792033,POI1
5034818,2017-06-21 09:36:17.313,CA,ON,North York,43.7677,-79.4126,502379.8560134053,POI3
5045715,2017-06-21 09:37:09.823,CA,ON,Sudbury,46.5213,-80.947,581063.0284894188,POI3
5174506,2017-06-21 09:45:57.613,CA,AB,Calgary,51.1387,-114.2015,272379.2762649869,POI1
5363699,2017-06-21 09:59:37.163,CA,AB,Calgary,51.0972,-114.1815,276693.98469277,POI1
5450718,2017-06-21 10:08:39.767,CA,AB,Calgary,51.1303,-113.9335,270650.5478794256,POI1
4875517,2017-06-21 10:25:29.167,CA,ON,Richmond Hill,43.9394,-79.4349,496282.96609880385,POI3
4949635,2017-06-21 10:31:09.773,CA,ON,Mississauga,43.5738,-79.7193,533962.1846481815,POI3
5005994,2017-06-21 10:34:26.383,CA,QC,Saint-Laurent,45.50376,-73.68476,9473.461054512984,POI3
5133792,2017-06-21 10:43:15.837,CA,AB,Edmonton,53.60753,-113.48692,6831.348752047188,POI1
5266263,2017-06-21 10:52:51.48,CA,AB,Calgary,51.0524,-114.038,280136.7560475858,POI1
5333304,2017-06-21 10:57:20.613,CA,AB,Calgary,51.0242,-114.1004,283844.30029806483,POI1
4585082,2017-06-21 11:02:47.403,CA,AB,Edmonton,53.4383,-113.40904,13037.777721817683,POI1
5448589,2017-06-21 11:08:23.353,CA,ON,Mississauga,43.56528,-79.62304,527421.0849063003,POI3
4541370,2017-06-21 12:01:22.69,CA,ON,Whitby,43.8866,-78.975,464930.996438336,POI3
4894538,2017-06-21 12:27:02.33,CA,AB,Edmonton,53.5451,-113.512,1741.3961665575773,POI1
4908913,2017-06-21 12:28:19.837,CA,AB,Ponoka,52.67615,-113.57874,97049.03353024703,POI1
4950221,2017-06-21 12:31:14.04,CA,AB,Calgary,51.0419,-114.2,282979.53817024344,POI1
5089671,2017-06-21 12:40:16.527,CA,ON,Brampton,43.7476,-79.6912,523680.2558541743,POI3
4527536,2017-06-21 13:00:21.51,CA,AB,Edmonton,53.5105,-113.37,8626.30174605791,POI1
5438612,2017-06-21 13:07:02.703,CA,ON,Stittsville,45.2516,-75.9211,186554.59469108598,POI3
4655625,2017-06-21 13:07:50.95,CA,ON,Mississauga,43.5738,-79.7193,533962.1846481815,POI3
4826108,2017-06-21 13:21:06.977,CA,AB,Edmonton,53.59728,-113.43922,6467.505133278609,POI1
5041227,2017-06-21 13:36:50.777,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
4661965,2017-06-21 14:08:18.363,CA,ON,Etobicoke,43.6879,-79.557,516668.5626955025,POI3
4686046,2017-06-21 14:10:22.52,CA,AB,Calgary,50.9316,-114.096,294007.2925162222,POI1
4798595,2017-06-21 14:18:41.287,CA,ON,Brampton,43.72623,-79.66768,522941.90903921233,POI3
5000027,2017-06-21 14:34:10.687,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
5135532,2017-06-21 14:43:23.277,CA,AB,Edmonton,53.529,-113.649,10968.885769452996,POI1
4558865,2017-06-21 15:01:41.88,CA,AB,Ardrossan,53.55,-113.1333,23313.957374294474,POI1
4964600,2017-06-21 15:31:54.23,CA,NB,Moncton,46.1183,-64.7338,153377.2598984739,POI4
4603912,2017-06-21 16:04:24.747,CA,ON,Toronto,43.6796,-79.4343,508158.8711034809,POI3
4708379,2017-06-21 16:12:13.843,CA,AB,Calgary,50.95738,-114.22057,292496.85006184084,POI1
5054329,2017-06-21 16:37:40.17,CA,ON,Toronto,43.6477,-79.4174,508494.98657175235,POI3
